"","45","60","75","90","105"
"60",0.822839429790662,NA,NA,NA,NA
"75",0.768573429656473,0.916481898428347,NA,NA,NA
"90",0.745700931835428,0.90018348671923,0.932335272901625,NA,NA
"105",0.733168810262823,0.888317203990768,0.922895330945794,0.939856214804296,NA
"120",0.638911864537177,0.821606950747522,0.874953280608387,0.89902174158163,0.915575860128115
