"","x"
"DB",0.48798355109464
"PH_30",0.571857985409429
"PH_45",0.620775690615505
"PH_60",0.744873118037533
"PH_75",0.725693714250175
"PH_90",0.708960665041775
"PH_105",0.701071625402475
"PH_120",0.655901141402984
