"","x"
"PH_30",0.564372650635587
"PH_45",0.620852228826705
"PH_60",0.743094699549056
"PH_75",0.722256543061309
"PH_90",0.701717906716705
"PH_105",0.695060516483087
"PH_120",0.645516103082031
