"","id_gbs","trait","dap","y_hat"
"1553","PI285041","height","30",31.5474678053148
"1554","PI453395","height","30",31.6368369223962
"1555","PI660599","height","30",31.6457443859191
"1556","PI318910","height","30",31.6633507747872
"1557","PI452697","height","30",31.6784874840337
"1558","PI452891","height","30",31.7054742226858
"1559","PI552851","height","30",31.7316674965508
"1560","PI585608","height","30",31.7820156532014
"1561","PI282868","height","30",31.7917928411047
"1562","PI291240","height","30",31.7984675904023
"1563","PI452659","height","30",31.8527225209164
"1564","PI506058","height","30",31.8545540692595
"1565","PI148114","height","30",31.8678037344702
"1566","NSL50827","height","30",31.8775880470289
"1567","PI276806","height","30",31.8817146430226
"1568","PI651178","height","30",31.8887294696769
"1569","PI452789","height","30",31.8935360961166
"1570","PI524814","height","30",31.908243324188
"1571","NSL50650","height","30",31.9090036440259
"1572","NSL55476","height","30",31.980823752388
"1573","PI452994","height","30",32.0010998885232
"1574","NSL54962","height","30",32.0095543093459
"1575","PI525049","height","30",32.0479755904406
"1576","NSL50587","height","30",32.0665302054796
"1577","PI456401A","height","30",32.0709560507542
"1578","PI153844","height","30",32.0822045198252
"1579","PI453221","height","30",32.0916579705245
"1580","PI148086","height","30",32.0951257315849
"1581","PI452639","height","30",32.0992696525603
"1582","NSL54779","height","30",32.1330395654784
"1583","PI563353","height","30",32.1954418416053
"1584","PI457167","height","30",32.198803104539
"1585","PI297117","height","30",32.1995622078829
"1586","PI329403","height","30",32.2075174596657
"1587","NSL54612","height","30",32.2118347556112
"1588","PI452736","height","30",32.3075701262693
"1589","PI452611","height","30",32.3208820509833
"1590","PI453146","height","30",32.3710107984113
"1591","PI148093","height","30",32.3931121878529
"1592","NSL55671","height","30",32.4287584874386
"1593","PI329719","height","30",32.4380792768346
"1594","PI454674","height","30",32.4543895772498
"1595","NSL54892","height","30",32.4726494519531
"1596","NSL55714","height","30",32.5347462626894
"1597","PI383856","height","30",32.6218069554834
"1598","PI520872","height","30",32.6675858274205
"1599","PI276818","height","30",32.7236936288408
"1600","PI452656","height","30",32.7592480872689
"1601","PI453363","height","30",32.764182604207
"1602","PI452525","height","30",32.7696763274837
"1603","PI453080","height","30",32.785797126932
"1604","PI521018","height","30",32.7946007524289
"1605","PI570388","height","30",32.8390125105376
"1606","PI452640","height","30",32.8713236959244
"1607","PI660566","height","30",32.9325666601168
"1608","NSL55711","height","30",32.9348327949854
"1609","PI452713","height","30",32.9607867076614
"1610","PI457183A","height","30",32.9646798344902
"1611","PI329333","height","30",32.9659254487733
"1612","PI329813","height","30",33.0471373572555
"1613","PI147933","height","30",33.0838650091136
"1614","PI563186","height","30",33.0975759045282
"1615","PI520940","height","30",33.1651367702764
"1616","PI156268","height","30",33.2448087307921
"1617","PI453036","height","30",33.2996875714672
"1618","NSL55669","height","30",33.3146440909836
"1619","PI455621","height","30",33.3247173942918
"1620","PI521086","height","30",33.3427017634809
"1621","PI455585","height","30",33.353922456659
"1622","PI452658","height","30",33.3873243990735
"1623","PI452958","height","30",33.4567992344554
"1624","PI329727","height","30",33.5536087723207
"1625","PI452906","height","30",33.614238559477
"1626","PI521019","height","30",33.6437417915282
"1627","PI329569","height","30",33.6518344123251
"1628","PI329597","height","30",33.6621927238177
"1629","PI330095","height","30",33.681865852954
"1630","NSL55713","height","30",33.7643372972258
"1631","PI330887","height","30",33.7956759854575
"1632","PI521025","height","30",33.8399338471713
"1633","NSL55460","height","30",33.8762696856078
"1634","PI453086","height","30",33.9961307290074
"1635","PI196049","height","30",34.0178399189397
"1636","PI273465","height","30",34.0665666464148
"1637","PI457145","height","30",34.0732971421455
"1638","NSL55643","height","30",34.0894986794754
"1639","PI453330","height","30",34.1119279731245
"1640","PI452984","height","30",34.1287021486328
"1641","PI453014","height","30",34.1344769034589
"1642","PI452648","height","30",34.1645089452145
"1643","NSL51693","height","30",34.2169772159135
"1644","PI520990","height","30",34.2709066295466
"1645","PI148084","height","30",34.2805797826024
"1646","PI453121","height","30",34.351253851491
"1647","PI452587","height","30",34.3653773327532
"1648","PI521155","height","30",34.4738368225252
"1649","PI297171","height","30",34.4992469954426
"1650","PI453217","height","30",34.5426624602847
"1651","PI521150","height","30",34.6447791984592
"1652","PI521153","height","30",34.7562325121238
"1653","PI452584","height","30",34.8742447570442
"1654","PI453006","height","30",34.9302720811853
"1655","PI521094","height","30",34.9917255113899
"1656","PI505719","height","30",35.142561056735
"1657","PI454131","height","30",35.2778581768869
"1658","PI291084","height","30",35.4129178971706
"1659","PI156463","height","30",35.5197879863802
"1660","PI452590","height","30",35.5258958852059
"1661","PI453016","height","30",35.9400997235957
"1662","PI527676","height","30",35.9469113926121
"1663","SORGRASS","height","30",36.1097106493666
"1664","PI521198","height","30",36.1945257216896
"1665","PI453490","height","30",36.6065975427984
"1666","PI329633","height","45",39.1111181317141
"1667","PI570071","height","45",41.2474617590658
"1668","PI329326","height","45",42.4546332949406
"1669","PI329327","height","45",42.5766020765457
"1670","PI329965","height","45",42.6070622376058
"1671","PI330019","height","45",42.6106602290814
"1672","PI452563","height","45",42.7900791638412
"1673","PI276853B","height","45",43.0407071459437
"1674","PI562944","height","45",43.5184769950707
"1675","PI276776","height","45",43.5288215695776
"1676","PI276787","height","45",43.8273867107966
"1677","PI156326","height","45",44.2573075754934
"1678","PI329351","height","45",44.2966005946911
"1679","PI276853A","height","45",44.722291599848
"1680","PI330049","height","45",44.7959800006476
"1681","PI276792","height","45",44.8059365996245
"1682","PI147837","height","45",45.0364446543987
"1683","PI276788","height","45",45.3341896427415
"1684","PI152728","height","45",45.4652344370144
"1685","NSL51949","height","45",45.5103421982904
"1686","PI330030A","height","45",45.784941881918
"1687","PI660620","height","45",45.897045780889
"1688","NSL54114","height","45",45.9693768499526
"1689","PI156034","height","45",45.9761348106999
"1690","PI329570","height","45",46.0122685948365
"1691","PI329513","height","45",46.2193835426341
"1692","PI452967","height","45",46.3962689113583
"1693","NSL51356","height","45",46.4637766857675
"1694","PI329905","height","45",46.720205264321
"1695","PI569420","height","45",47.2977493073864
"1696","PI156510","height","45",47.3168779606131
"1697","PI329614","height","45",47.3252420709887
"1698","NSL54490","height","45",47.3418031232634
"1699","PI514253","height","45",47.4136136624274
"1700","PI329514","height","45",47.4192776528706
"1701","PI329554","height","45",47.4615935745412
"1702","PI329843","height","45",47.6132739149697
"1703","PI152593","height","45",47.7383301676046
"1704","PI570400","height","45",47.7528276178982
"1705","NSL54233","height","45",47.8415080237117
"1706","PI526101","height","45",47.8759794899653
"1707","PI329605","height","45",47.9724526538743
"1708","PI453914","height","45",48.0853258035936
"1709","PI571022","height","45",48.2688839376105
"1710","PI571001","height","45",48.357607094341
"1711","PI282861","height","45",48.3622564022343
"1712","NSL54577","height","45",48.5062106616422
"1713","PI452845","height","45",48.6681839062688
"1714","NSL50989","height","45",48.8285369972624
"1715","PI562997","height","45",48.8517270405266
"1716","PI329518","height","45",48.8734631920265
"1717","PI330969","height","45",48.8811933583637
"1718","PI454848","height","45",48.9673062907981
"1719","PI276856","height","45",49.0613775905118
"1720","PI524505","height","45",49.1245933826039
"1721","PI660600","height","45",49.1584679530875
"1722","PI276816","height","45",49.1749747015442
"1723","PI329546","height","45",49.2333276911442
"1724","PI453953","height","45",49.273124685586
"1725","PI337680","height","45",49.2737344740819
"1726","PI563006","height","45",49.2897063622881
"1727","PI453238","height","45",49.4140855926501
"1728","PI151198","height","45",49.4173758888607
"1729","PI525822","height","45",49.4488431788534
"1730","PI330843","height","45",49.4865359326941
"1731","PI514344","height","45",49.5127371480758
"1732","NSL365712","height","45",49.5460486848522
"1733","PI570916","height","45",49.6235364373688
"1734","PI660630","height","45",49.6244916040551
"1735","PI453281","height","45",49.6518956663799
"1736","PI329506","height","45",49.7180300698852
"1737","NSL365799","height","45",49.8853082563052
"1738","PI513901","height","45",49.9961452709328
"1739","PI513913","height","45",50.0194909833206
"1740","NSL55744","height","45",50.1129910318334
"1741","PI152594","height","45",50.1482583457773
"1742","NSL54221","height","45",50.1625243861892
"1743","PI569460","height","45",50.1721474508035
"1744","PI573193","height","45",50.1723918735606
"1745","PI562991","height","45",50.2322394646645
"1746","NSL51016","height","45",50.3039244284839
"1747","NSL55749","height","45",50.3433099263996
"1748","PI454019","height","45",50.3479589929642
"1749","PI526108","height","45",50.4425893210917
"1750","PI329278","height","45",50.4542316683285
"1751","PI453236","height","45",50.4747718669931
"1752","PI647745","height","45",50.5065243686844
"1753","PI248317","height","45",50.5098788428119
"1754","PI329698","height","45",50.5207167151352
"1755","PI152731","height","45",50.529915477857
"1756","PI329915","height","45",50.6060849443256
"1757","PI452928","height","45",50.6180380626185
"1758","PI525676","height","45",50.648007641337
"1759","PI570106","height","45",50.6835737448663
"1760","PI452844","height","45",50.6847906719947
"1761","NSL50603","height","45",50.6861853102257
"1762","PI522160","height","45",50.7612194982518
"1763","PI329524","height","45",50.7744380364361
"1764","PI329717","height","45",50.7896498658467
"1765","PI453269","height","45",50.8117391979135
"1766","PI329615","height","45",50.8310238926919
"1767","PI453237","height","45",51.0224208044684
"1768","PI562968","height","45",51.0423329868305
"1769","PI156393","height","45",51.0787784826206
"1770","PI329286","height","45",51.1106552324166
"1771","PI506013","height","45",51.1494425669656
"1772","PI453433","height","45",51.228272782085
"1773","PI570090","height","45",51.2346992735987
"1774","NSL365694","height","45",51.2599249427375
"1775","NSL50374","height","45",51.3453490449133
"1776","PI651131","height","45",51.3901381228301
"1777","PI563039","height","45",51.3923329868305
"1778","NSL365697","height","45",51.5180164368951
"1779","NSL54147","height","45",51.5666055127628
"1780","NSL54184","height","45",51.5771682695376
"1781","PI452807","height","45",51.5989394200872
"1782","PI452940","height","45",51.6356059822337
"1783","PI267614","height","45",51.7077052802364
"1784","PI267643","height","45",51.7125040377188
"1785","NSL55730","height","45",51.7433120206155
"1786","PI568676","height","45",51.7697682899138
"1787","PI570085","height","45",51.8174770726083
"1788","NSL52261","height","45",51.9102254851589
"1789","PI506030B","height","45",51.9190757169878
"1790","PI585956","height","45",52.0094523257192
"1791","NSL51961","height","45",52.0693502161523
"1792","NSL360526","height","45",52.0724011532811
"1793","PI660606","height","45",52.1391434233172
"1794","PI276803","height","45",52.1531531769935
"1795","NSL365693","height","45",52.1539843860123
"1796","PI329323","height","45",52.1755108200585
"1797","PI329662","height","45",52.1941591915567
"1798","PI522129","height","45",52.2220504773314
"1799","PI330030B","height","45",52.2364384900663
"1800","PI329478","height","45",52.2466158538269
"1801","PI453136","height","45",52.2657761750537
"1802","PI147939","height","45",52.2669931116289
"1803","PI660599","height","45",52.2820366043572
"1804","PI282868","height","45",52.284330532651
"1805","PI562715","height","45",52.3047451837167
"1806","NSL360555","height","45",52.3260574876543
"1807","PI318910","height","45",52.3318346097408
"1808","PI526078","height","45",52.3882223479401
"1809","PI282835","height","45",52.4370780526253
"1810","NSL52176","height","45",52.4810248714458
"1811","PI329836","height","45",52.5079773584998
"1812","PI329319","height","45",52.5252124863808
"1813","PI329429","height","45",52.5576960297329
"1814","PI147938","height","45",52.6154649502486
"1815","PI291239","height","45",52.6351663071468
"1816","PI329383","height","45",52.697940759806
"1817","PI152730","height","45",52.7076017549413
"1818","PI524916","height","45",52.7146944110914
"1819","PI524475","height","45",52.7275386195468
"1820","PI153860","height","45",52.756588460871
"1821","PI453288","height","45",52.877842490462
"1822","PI453219","height","45",52.9131670789355
"1823","PI453328","height","45",52.9423867764539
"1824","PI570074","height","45",52.9828354997469
"1825","PI514165","height","45",52.9847034901988
"1826","PI152736B","height","45",52.9992145289658
"1827","PI156143","height","45",53.0034942828988
"1828","PI585454","height","45",53.0171897078804
"1829","PI525651","height","45",53.0363611816715
"1830","PI276770","height","45",53.0421579374109
"1831","PI221651","height","45",53.0522771099286
"1832","PI526152","height","45",53.0810094313849
"1833","PI453162","height","45",53.1083329462521
"1834","PI330734","height","45",53.1645250273421
"1835","NSL54236","height","45",53.1660663204346
"1836","PI525876","height","45",53.1691390966274
"1837","PI570109","height","45",53.2085137134364
"1838","PI329585","height","45",53.2338797365075
"1839","NSL50663","height","45",53.2452567638416
"1840","PI660605","height","45",53.2529122843598
"1841","NSL52251","height","45",53.2823103040319
"1842","PI570393","height","45",53.3673110324643
"1843","PI524469","height","45",53.4005177748225
"1844","PI500996","height","45",53.4045384029457
"1845","NSL50409","height","45",53.4487115322425
"1846","PI282871","height","45",53.4961055804156
"1847","NSL50620","height","45",53.50476720407
"1848","NSL54818","height","45",53.5063641226895
"1849","PI276773","height","45",53.5162191208172
"1850","NSL55685","height","45",53.5269822522579
"1851","PI563021","height","45",53.5315318942367
"1852","NSL55745","height","45",53.5562271161988
"1853","PI330833","height","45",53.585110535043
"1854","NSL50733","height","45",53.6208687577857
"1855","PI524456","height","45",53.6243380151266
"1856","PI562981","height","45",53.6451668461581
"1857","PI563009","height","45",53.6593575260113
"1858","PI329501","height","45",53.6613272696384
"1859","PI452942","height","45",53.7380457859225
"1860","PI526053","height","45",53.7739395476178
"1861","PI453110","height","45",53.7980003361648
"1862","NSL52295","height","45",53.8121284120229
"1863","PI453241","height","45",53.8161109985561
"1864","PI525814","height","45",53.8896724385375
"1865","PI585961","height","45",53.9260486413755
"1866","PI152727","height","45",53.9425296139597
"1867","PI570031","height","45",53.95166881746
"1868","PI570712","height","45",53.9624759042394
"1869","NSL51358","height","45",53.9779641710395
"1870","PI276772","height","45",54.0487998900047
"1871","PI329679","height","45",54.1016916779461
"1872","PI569458","height","45",54.139355735795
"1873","PI267580","height","45",54.1730674896338
"1874","NSL50797","height","45",54.1878400825602
"1875","NSL54212","height","45",54.1921833930793
"1876","PI329525","height","45",54.1998003174562
"1877","PI585966","height","45",54.2106549581044
"1878","NSL50843","height","45",54.2330192357402
"1879","NSL51030","height","45",54.2387924410875
"1880","NSL55734","height","45",54.2402572224979
"1881","NSL50601","height","45",54.2466133103698
"1882","NSL55704","height","45",54.2566954210528
"1883","PI276789","height","45",54.273329834983
"1884","PI563509","height","45",54.2761517662961
"1885","PI267629","height","45",54.2774784194989
"1886","PI452931","height","45",54.3327370496068
"1887","PI329656","height","45",54.3384996864824
"1888","PI585549","height","45",54.3882949609084
"1889","PI453086","height","45",54.4010868903494
"1890","PI267633","height","45",54.412562433054
"1891","PI330204","height","45",54.4733744697765
"1892","NSL50649","height","45",54.5282496564154
"1893","PI276828","height","45",54.5530002246425
"1894","PI514390","height","45",54.5670858784133
"1895","PI156489","height","45",54.5770295149461
"1896","PI330807","height","45",54.5955697474772
"1897","PI329845","height","45",54.6851020223258
"1898","NSL54231","height","45",54.6913102096123
"1899","PI651113","height","45",54.7210474818438
"1900","PI147933","height","45",54.7292368315127
"1901","PI520857","height","45",54.7476701079975
"1902","NSL51982","height","45",54.7495683253713
"1903","NSL50401","height","45",54.8049642437833
"1904","PI329493","height","45",54.9017746656527
"1905","NSL365751","height","45",54.9261055070098
"1906","PI570813","height","45",54.9435555707094
"1907","NSL50646","height","45",54.9473254924453
"1908","NSL50650","height","45",54.9703513557691
"1909","PI525855","height","45",54.99014857447
"1910","PI291089","height","45",54.9915158920896
"1911","NSL51780","height","45",55.0390775539129
"1912","NSL55725","height","45",55.1209544443516
"1913","PI570708","height","45",55.1235478392132
"1914","PI152736A","height","45",55.1578288725456
"1915","NSL50613","height","45",55.1726842712593
"1916","PI329720","height","45",55.2060519533716
"1917","PI526147","height","45",55.2704001273739
"1918","PI453326","height","45",55.3193192716627
"1919","PI585467","height","45",55.321986918442
"1920","NSL51963","height","45",55.3338458429767
"1921","PI276844","height","45",55.3506552239591
"1922","PI454494","height","45",55.3556635780368
"1923","NSL55731","height","45",55.3650318748624
"1924","PI505720","height","45",55.3824195212721
"1925","PI525677","height","45",55.3898314008323
"1926","NSL52327","height","45",55.4017295751407
"1927","PI462095","height","45",55.4512023707258
"1928","PI524933","height","45",55.4678110344801
"1929","PI329541","height","45",55.471163717461
"1930","PI510757","height","45",55.5014706554708
"1931","PI329613","height","45",55.5333312730197
"1932","PI267592","height","45",55.5334322668925
"1933","PI514291","height","45",55.5411173165685
"1934","PI276800","height","45",55.5528229083132
"1935","NSL50716","height","45",55.560015551474
"1936","NSL50448","height","45",55.5714749942579
"1937","NSL67918","height","45",55.6409428415884
"1938","NSL52282","height","45",55.6798634498122
"1939","PI147828","height","45",55.6940866125267
"1940","NSL51962","height","45",55.7011917902955
"1941","PI266061","height","45",55.705861250043
"1942","NSL54318","height","45",55.7082686677675
"1943","NSL50587","height","45",55.7115146186892
"1944","PI563352","height","45",55.7281518853058
"1945","PI453179","height","45",55.7506782691123
"1946","PI514139","height","45",55.7724058501535
"1947","PI570053","height","45",55.7905187460478
"1948","NSL50630","height","45",55.7939985721014
"1949","NSL54977","height","45",55.8422470108037
"1950","PI505740","height","45",55.8602300195576
"1951","NSL54165","height","45",55.8621859921761
"1952","NSL50449","height","45",55.8734507295686
"1953","NSL50499","height","45",55.8756333934392
"1954","NSL54142","height","45",55.9291918941481
"1955","PI453245","height","45",55.9329785995627
"1956","PI660580","height","45",55.9629271111871
"1957","PI660632","height","45",56.004060266551
"1958","PI514456","height","45",56.0494318333113
"1959","NSL54894","height","45",56.0638284600883
"1960","PI453056","height","45",56.1056516143065
"1961","PI329482","height","45",56.1101314836129
"1962","PI525769","height","45",56.1167587228052
"1963","PI514556","height","45",56.1294038946801
"1964","PI152636","height","45",56.138317743169
"1965","PI563350","height","45",56.1511623642326
"1966","PI329958","height","45",56.1758516540241
"1967","PI525728","height","45",56.1821299289826
"1968","NSL55678","height","45",56.186005415928
"1969","PI457455","height","45",56.1898798558617
"1970","PI585561","height","45",56.2173185814739
"1971","NSL55842","height","45",56.2430697275467
"1972","PI330894","height","45",56.2905574884962
"1973","PI452753","height","45",56.3375336325602
"1974","PI291231","height","45",56.3449927516759
"1975","PI570110","height","45",56.3804477949379
"1976","PI330023","height","45",56.3866102855963
"1977","PI329890","height","45",56.3887575412934
"1978","PI453354","height","45",56.4067016755504
"1979","NSL50752","height","45",56.4138302654887
"1980","NSL50745","height","45",56.4156206747386
"1981","PI329550","height","45",56.4991166725195
"1982","PI330877","height","45",56.5234355706863
"1983","NSL54162","height","45",56.5423648052423
"1984","PI330070","height","45",56.5475550967157
"1985","PI276820","height","45",56.5625151953538
"1986","PI525827","height","45",56.5738686939692
"1987","PI525625","height","45",56.5966606529784
"1988","PI329552","height","45",56.6050302358329
"1989","PI156248","height","45",56.620048166445
"1990","PI513912","height","45",56.677786879138
"1991","PI453216","height","45",56.6846976051171
"1992","PI453215","height","45",56.6866562245582
"1993","PI505705","height","45",56.7206838735504
"1994","NSL365766","height","45",56.7397911813669
"1995","PI454687","height","45",56.7415223826804
"1996","PI660631","height","45",56.7496465422882
"1997","PI505717","height","45",56.7853720421724
"1998","PI660602","height","45",56.8253190783453
"1999","PI525667","height","45",56.838958163553
"2000","PI514254","height","45",56.8430080340188
"2001","PI329471","height","45",56.8922124467124
"2002","PI585951","height","45",56.9064527410737
"2003","PI282862","height","45",56.9244638048388
"2004","PI526124","height","45",57.0172543576584
"2005","PI526032","height","45",57.0227293944548
"2006","PI506122","height","45",57.0396765923036
"2007","PI525742","height","45",57.0525060653781
"2008","PI660598","height","45",57.0806120122226
"2009","NSL50937","height","45",57.0984887248478
"2010","PI660603","height","45",57.0992623823072
"2011","NSL50614","height","45",57.1171814455212
"2012","PI562980","height","45",57.2112242222717
"2013","PI452511","height","45",57.2300954749183
"2014","PI651106","height","45",57.2336629503834
"2015","PI453882","height","45",57.2531081618376
"2016","PI452990","height","45",57.2541427507526
"2017","PI152654","height","45",57.2598277180377
"2018","NSL55032","height","45",57.2913674337178
"2019","PI496311","height","45",57.3372655664349
"2020","NSL52286","height","45",57.4208156836832
"2021","NSL50827","height","45",57.4258371431118
"2022","PI329787","height","45",57.4289480487539
"2023","NSL55706","height","45",57.4516616010355
"2024","PI276829","height","45",57.4688314765049
"2025","NSL52312","height","45",57.471752206924
"2026","PI221624","height","45",57.472597841454
"2027","PI329510","height","45",57.4943390617761
"2028","PI329465","height","45",57.5180190466859
"2029","PI651102","height","45",57.544002739424
"2030","PI329480","height","45",57.5672029534668
"2031","NSL54178","height","45",57.5707167129072
"2032","PI660601","height","45",57.5793940201718
"2033","NSL365759","height","45",57.607067834998
"2034","PI329521","height","45",57.6432028894022
"2035","PI452947","height","45",57.6741233414458
"2036","PI525641","height","45",57.6755416556862
"2037","PI329646","height","45",57.6904611375989
"2038","PI452890","height","45",57.7048277999495
"2039","PI525653","height","45",57.7280687679505
"2040","PI452668","height","45",57.7363672248986
"2041","PI585608","height","45",57.737661038977
"2042","PI646242","height","45",57.8034314756221
"2043","PI525882","height","45",57.8120439078317
"2044","NSL51981","height","45",57.8135128364331
"2045","NSL50717","height","45",57.8164748116587
"2046","PI571020","height","45",57.8298911043505
"2047","NSL51959","height","45",57.8393542541281
"2048","PI514475","height","45",57.8408114002315
"2049","NSL50971","height","45",57.8436172539837
"2050","NSL54588","height","45",57.8582649850225
"2051","PI329528","height","45",57.8647923657379
"2052","PI481843","height","45",57.8971239730456
"2053","NSL55523","height","45",57.8988399203571
"2054","PI453145","height","45",57.9308250101457
"2055","PI651167","height","45",57.9336735278994
"2056","NSL51958","height","45",57.9503023202665
"2057","PI248318","height","45",57.9692259925874
"2058","PI276785","height","45",57.9740957248792
"2059","PI525801","height","45",57.9806293903265
"2060","PI156217","height","45",58.0170494438401
"2061","PI585948","height","45",58.0595459690069
"2062","PI329311","height","45",58.0985663562486
"2063","PI453109","height","45",58.1305900085207
"2064","NSL55719","height","45",58.1494522968839
"2065","PI453115","height","45",58.1528175414812
"2066","PI452850","height","45",58.1589115955077
"2067","PI570075","height","45",58.1816927248215
"2068","PI525630","height","45",58.1912095421376
"2069","PI647733","height","45",58.1943979367793
"2070","PI330887","height","45",58.2011866942232
"2071","PI585406","height","45",58.2587382325025
"2072","PI586792","height","45",58.275910037871
"2073","NSL55712","height","45",58.2790587659088
"2074","NSL51969","height","45",58.303305627419
"2075","PI452736","height","45",58.329845748218
"2076","PI453146","height","45",58.4097592677975
"2077","PI329665","height","45",58.4299963787442
"2078","PI452927","height","45",58.4367574723145
"2079","PI221657","height","45",58.501632699734
"2080","NSL55743","height","45",58.509353944809
"2081","PI524689","height","45",58.5630467573066
"2082","PI514196","height","45",58.6173936907767
"2083","NSL51200","height","45",58.6357624016923
"2084","NSL50685","height","45",58.66846300814
"2085","PI267551","height","45",58.6796803402421
"2086","NSL55458A","height","45",58.7026267766337
"2087","NSL50350","height","45",58.7216716240305
"2088","PI525815","height","45",58.7286362366165
"2089","PI651187","height","45",58.7555436265246
"2090","NSL55230","height","45",58.7824854430713
"2091","PI660571","height","45",58.8062754427432
"2092","PI452625","height","45",58.8594815821854
"2093","PI505739","height","45",58.8762446061158
"2094","PI330800","height","45",58.8836999752146
"2095","PI586022","height","45",58.908763428113
"2096","PI568755","height","45",58.9309157469372
"2097","PI329723","height","45",58.9504718347929
"2098","PI585540","height","45",58.9699138038273
"2099","PI282857","height","45",59.0806611178504
"2100","NSL55694","height","45",59.0824485598033
"2101","NSL67921","height","45",59.0840381965327
"2102","PI453233","height","45",59.1252448076092
"2103","PI452567","height","45",59.138913494622
"2104","PI570254","height","45",59.1408798737419
"2105","PI153844","height","45",59.1455218438477
"2106","PI569457","height","45",59.1569499507407
"2107","PI563023","height","45",59.1600630484165
"2108","PI330267","height","45",59.206449449595
"2109","PI660588","height","45",59.2255610326911
"2110","PI221662","height","45",59.2326841827247
"2111","PI329624","height","45",59.2478454674856
"2112","PI153824","height","45",59.2669179001813
"2113","NSL54222","height","45",59.2923112019038
"2114","PI147937","height","45",59.299535856849
"2115","PI481848","height","45",59.3374649924484
"2116","PI525875","height","45",59.3558364001607
"2117","NSL52006","height","45",59.3834271108753
"2118","PI452714","height","45",59.4230280846933
"2119","PI330886","height","45",59.42468157509
"2120","PI276830","height","45",59.4634601703643
"2121","PI152611","height","45",59.4649018935926
"2122","PI329543","height","45",59.4669168907441
"2123","PI456899B","height","45",59.4757941794154
"2124","PI453118","height","45",59.478185912313
"2125","PI651103","height","45",59.5106031644796
"2126","PI452808","height","45",59.5160094357671
"2127","PI525941","height","45",59.5255610387322
"2128","PI455251","height","45",59.5351168991228
"2129","PI291081","height","45",59.5503564243305
"2130","NSL55723","height","45",59.5627324982312
"2131","PI526045","height","45",59.5919498573741
"2132","PI329549","height","45",59.6432020170989
"2133","PI453766","height","45",59.6510114969631
"2134","PI521048","height","45",59.6553127073695
"2135","PI525871","height","45",59.6803626238149
"2136","NSL51039","height","45",59.7117249385875
"2137","PI525884","height","45",59.7353894617878
"2138","PI525835","height","45",59.7366315333213
"2139","NSL55665","height","45",59.747662884263
"2140","NSL55698","height","45",59.7719068952259
"2141","PI570928","height","45",59.8233587275129
"2142","NSL50721","height","45",59.8310582313121
"2143","PI153859","height","45",59.8944594737836
"2144","PI452632","height","45",59.9290010865217
"2145","NSL54662","height","45",59.9308219273188
"2146","PI513896","height","45",59.9681458776534
"2147","PI514345","height","45",59.9803275012871
"2148","PI152856","height","45",59.985117819528
"2149","NSL50595","height","45",60.0049661398641
"2150","PI453463","height","45",60.0496974615695
"2151","PI329998","height","45",60.0540667933577
"2152","PI153852","height","45",60.063262291148
"2153","PI647747","height","45",60.0794109814727
"2154","NSL80235","height","45",60.1477629258499
"2155","PI453127","height","45",60.1533885345992
"2156","NSL50634","height","45",60.1671996508374
"2157","PI185458","height","45",60.1774915154236
"2158","PI525750","height","45",60.1828031502316
"2159","PI563216","height","45",60.1939856278589
"2160","NSL52313","height","45",60.2105464190248
"2161","PI452584","height","45",60.2367387675063
"2162","PI271236","height","45",60.2437483821333
"2163","NSL365683","height","45",60.3027183570282
"2164","PI329617","height","45",60.3029843239271
"2165","PI521025","height","45",60.3358759725825
"2166","PI651178","height","45",60.357211567602
"2167","NSL54635","height","45",60.3676230951929
"2168","PI506073","height","45",60.3871664687786
"2169","NSL54144","height","45",60.4396994880775
"2170","PI329860","height","45",60.4468844275227
"2171","PI452662","height","45",60.490231842642
"2172","PI452656","height","45",60.4975556431324
"2173","PI453129","height","45",60.5148549296724
"2174","PI525896","height","45",60.5455466852429
"2175","PI147922","height","45",60.5510957140435
"2176","PI562963","height","45",60.58436726715
"2177","PI505737","height","45",60.6112895392466
"2178","NSL50451","height","45",60.6121025144219
"2179","NSL56134","height","45",60.6487190169951
"2180","PI525665","height","45",60.6573379189116
"2181","NSL54175","height","45",60.669389683117
"2182","PI563186","height","45",60.6810527895477
"2183","NSL54219","height","45",60.8181537845958
"2184","PI525669","height","45",60.8789087574461
"2185","NSL51691","height","45",60.8852128775843
"2186","PI453257","height","45",60.8986480567333
"2187","PI651116","height","45",60.9950686604072
"2188","PI297117","height","45",61.0061452780046
"2189","PI453393","height","45",61.0092674193218
"2190","NSL55693","height","45",61.0359024495056
"2191","NSL54297","height","45",61.0498457705961
"2192","PI562995","height","45",61.0685525776625
"2193","SORGRASS","height","45",61.097757333829
"2194","PI526034","height","45",61.0982892664195
"2195","PI453312","height","45",61.1517624909315
"2196","PI514497","height","45",61.1730337375094
"2197","PI525059","height","45",61.2978790212656
"2198","NSL50414","height","45",61.382619707717
"2199","PI276823","height","45",61.3999141541087
"2200","PI521159","height","45",61.4156908042225
"2201","NSL50740","height","45",61.4222119206519
"2202","NSL51902","height","45",61.4721080964832
"2203","PI152591","height","45",61.4798238698114
"2204","PI514465","height","45",61.4908847770666
"2205","PI329637","height","45",61.5085330475167
"2206","PI570969","height","45",61.5374406455767
"2207","PI526043","height","45",61.6204106169927
"2208","PI453848","height","45",61.6244674579229
"2209","PI520982","height","45",61.694030632574
"2210","PI276784","height","45",61.7258110137175
"2211","PI267542","height","45",61.7995892387987
"2212","PI453157","height","45",61.8133805937393
"2213","PI453234","height","45",61.8564437640167
