index,PlotID,Name1,Name2,LOC,Set,block,dby
1720,17MW0672,PRE1440,PI522160,MW,Q3,15,26.19763540428906
1721,17MW0689,PRE0494,NSL67921,MW,Q3,15,21.684628452088525
1722,17MW0752,PRE0127,PI276773,MW,Q3,16,NA
1723,17MW0769,PRE0185,PI285039,MW,Q3,16,14.043432195229146
1724,17MW0832,PRE0384,NSL54165,MW,Q3,16,27.90148786728114
1725,17MW0849,CHK-D_PRE0146,PI276801,MW,Q3_CHK,16,25.67464431513327
1726,17MW0912,PRE0272,PI651168,MW,Q3,16,26.6708214338274
1727,17MW0929,PRE0303,PI660565,MW,Q3,16,16.10246118285625
1728,17MW0033,MASUNGI,PI562998,MW,Q4,13,21.89497243588593
1729,17MW0048,IS_11084,PI329327,MW,Q4,13,NA
1730,17MW0113,CHK-C_PRE0028,PI148089,MW,Q4_CHK,13,35.56401129199638
1731,17MW0128,Nvarkan,PI524475,MW,Q4,13,37.2259622759523
1732,17MW0193,PI453238,PI453238,MW,Q4,13,NA
1733,17MW0208,PI453328,PI453328,MW,Q4,13,30.681058735487763
1734,17MW0273,R_495A,PI330030A,MW,Q4,14,NA
1735,17MW0288,PRE1160,PI330734,MW,Q4,14,20.8638342301693
1736,17MW0353,MLAKESSEMA,PI585951,MW,Q4,14,28.18592739166845
1737,17MW0368,PRE0496,NSL55704,MW,Q4,14,27.360603065950563
1738,17MW0433,PRE0790,PI660554,MW,Q4,14,33.65356828772832
1739,17MW0448,CHK-E_PRE0295,PI660560,MW,Q4_CHK,14,30.267895900365662
1740,17MW0513,CHK-D_PRE0146,PI276801,MW,Q3_CHK,15,16.648027981026335
1741,17MW0528,IZ_236,PI527676,MW,Q3,15,18.105235137584177
1742,17MW0593,IS_11277,PI329525,MW,Q3,15,30.446834411966943
1743,17MW0608,PRE0534,PI665079,MW,Q3,15,20.799626514513932
1744,17MW0673,PRE0273,NSL50937,MW,Q3,15,21.012409946546928
1745,17MW0688,CHK-B_Sakoika2,PI525882,MW,Q3_CHK,15,20.941912987428132
1746,17MW0753,PRE0282,PI563023,MW,Q3,16,27.71561889663447
1747,17MW0768,PRE0593,PI267580,MW,Q3,16,15.801763626628189
1748,17MW0833,ETS_3262,PI454848,MW,Q3,16,21.756568872577205
1749,17MW0848,ZMA_5379,PI505741,MW,Q3,16,29.951996304961384
1750,17MW0913,NyachongRao,PI521086,MW,Q3,16,19.98700877761226
1751,17MW0928,Kulum,PI524689,MW,Q3,16,30.63507810403227
1752,17MW0034,PRE0692,PI665099,MW,Q4,13,26.73934174346916
1753,17MW0047,A/7,PI573193,MW,Q4,13,NA
1754,17MW0114,No242,PI462095,MW,Q4,13,19.91817930853631
1755,17MW0127,Sg_3982,PI513913,MW,Q4,13,19.584284512518416
1756,17MW0194,IS_11269,PI329517,MW,Q4,13,16.56018043304987
1757,17MW0207,6911,PI266061,MW,Q4,13,14.131734774477126
1758,17MW0274,Lotori,PI524456,MW,Q4,14,NA
1759,17MW0287,ETS_2222,PI452928,MW,Q4,14,NA
1760,17MW0354,CHK-B_Sakoika2,PI525882,MW,Q4_CHK,14,39.88820974710174
1761,17MW0367,IS_11257,PI329501,MW,Q4,14,26.11286652053463
1762,17MW0434,Boure,PI514139,MW,Q4,14,26.740172046361774
1763,17MW0447,PI452967,PI452967,MW,Q4,14,NA
1764,17MW0514,PRE0100,PI221657,MW,Q3,15,26.923877508469563
1765,17MW0527,PI453370,PI453370,MW,Q3,15,NA
1766,17MW0594,IS_2958,PI267551,MW,Q3,15,NA
1767,17MW0607,ZM_1356,PI500996,MW,Q3,15,22.61203543275414
1768,17MW0674,PI453281,PI453281,MW,Q3,15,21.901469007364778
1769,17MW0687,7035S,PI552851,MW,Q3,15,33.965381108936676
1770,17MW0754,CHK-F_PRE1441,PI524948,MW,Q3_CHK,16,38.53807552974441
1771,17MW0767,PRE0137,PI276788,MW,Q3,16,NA
1772,17MW0834,PRE0975,PI330070,MW,Q3,16,24.6074206713603
1773,17MW0847,PRE0048,PI152591,MW,Q3,16,31.83701075354187
1774,17MW0914,IS_11576,PI329845,MW,Q3,16,NA
1775,17MW0927,PRE0012,PI147922,MW,Q3,16,NA
1776,17MW0035,PRE0319,PI267653,MW,Q4,13,17.784834275597166
1777,17MW0046,PRE0229,PI562715,MW,Q4,13,17.356425421406165
1778,17MW0115,PRE0136,PI276787,MW,Q4,13,24.20385726211299
1779,17MW0126,PRE0477,NSL55725,MW,Q4,13,24.782256021945962
1780,17MW0195,CHK-E_PRE0295,PI660560,MW,Q4_CHK,13,26.710935875254744
1781,17MW0206,PRE0342,PI562963,MW,Q4,13,24.07731496758627
1782,17MW0275,PRE0970,PI297117,MW,Q4,14,20.856414627918713
1783,17MW0286,PRE0575,PI586792,MW,Q4,14,NA
1784,17MW0355,PRE0214,PI291239,MW,Q4,14,NA
1785,17MW0366,PRE0250,PI665072,MW,Q4,14,26.37683996072766
1786,17MW0435,PRE0285,PI282857,MW,Q4,14,19.543582030851095
1787,17MW0446,PRE1109,NSL51356,MW,Q4,14,23.98381594399527
1788,17MW0515,PRE0261,PI660556,MW,Q3,15,NA
1789,17MW0526,PRE1124,PI651141,MW,Q3,15,28.707069258485163
1790,17MW0595,CHK-A-Pacesetter,Pacesetter,MW,Q3_CHK,15,45.24584838845154
1791,17MW0606,PRE1025,PI329915,MW,Q3,15,19.015801923903837
1792,17MW0675,PRE0424,PI660606,MW,Q3,15,22.703378210911023
1793,17MW0686,PRE1125,PI665088,MW,Q3,15,NA
1794,17MW0755,PRE0491,PI665147,MW,Q3,16,NA
1795,17MW0766,PRE0394,NSL54222,MW,Q3,16,16.9303232037518
1796,17MW0835,PRE0339,PI570916,MW,Q3,16,17.66575929115915
1797,17MW0846,PRE0240,PI660612,MW,Q3,16,NA
1798,17MW0915,PRE0159,PI276820,MW,Q3,16,21.16430423377357
1799,17MW0926,CHK-E_PRE0295,PI660560,MW,Q3_CHK,16,NA
1800,17MW0036,IS_25108,PI585467,MW,Q4,13,21.052932014037026
1801,17MW0045,R_413,PI329958,MW,Q4,13,26.66199826348233
1802,17MW0116,PRE0351,PI665105,MW,Q4,13,29.28560117523873
1803,17MW0125,GIWA,PI562991,MW,Q4,13,27.01557297313011
1804,17MW0196,Mashila2,PI329383,MW,Q4,13,19.026178616314596
1805,17MW0205,IS_11378,PI329633,MW,Q4,13,33.02432635988799
1806,17MW0276,IS_11234,PI329478,MW,Q4,14,30.607880018405073
1807,17MW0285,PRE0126,PI276772,MW,Q4,14,NA
1808,17MW0356,PRE0951,PI152856,MW,Q4,14,20.65401114548513
1809,17MW0365,Achirie,PI329662,MW,Q4,14,NA
1810,17MW0436,CHK-D_PRE0146,PI276801,MW,Q4_CHK,14,37.33547111029548
1811,17MW0445,PRE0141,PI276792,MW,Q4,14,17.28424945439506
1812,17MW0516,PRE1116,NSL51949,MW,Q3,15,16.878164124805956
1813,17MW0525,PRE1123,PI665084,MW,Q3,15,35.85354462902139
1814,17MW0596,IS_11574,PI329843,MW,Q3,15,21.12350959586036
1815,17MW0605,PRE0066,PI152748,MW,Q3,15,30.180041407605692
1816,17MW0676,PRE0165,PI276828,MW,Q3,15,24.43243017278685
1817,17MW0685,Dorokon2,PI525815,MW,Q3,15,31.02442313386626
1818,17MW0756,PI453241,PI453241,MW,Q3,16,22.897941297291332
1819,17MW0765,PRE0586,PI665143,MW,Q3,16,13.976978772415967
1820,17MW0836,CHK-A-Pacesetter,Pacesetter,MW,Q3_CHK,16,37.54975188965892
1821,17MW0845,PRE0567,NSL51982,MW,Q3,16,26.35052831013603
1822,17MW0916,MN_2365,PI156489,MW,Q3,16,NA
1823,17MW0925,PI452844,PI452844,MW,Q3,16,18.725936687649988
1824,17MW0037,IS_8029,PI563039,MW,Q4,13,22.375879919170305
1825,17MW0044,CHK-F_PRE1441,PI524948,MW,Q4_CHK,13,45.50647250616867
1826,17MW0117,Nieniefi1,PI525835,MW,Q4,13,35.62376880024714
1827,17MW0124,PRE1246,PI660620,MW,Q4,13,14.34002390488618
1828,17MW0197,ETS_4681_A,PI457455,MW,Q4,13,NA
1829,17MW0204,DARA_FARAFARA_KAEL,PI562968,MW,Q4,13,39.54469215101358
1830,17MW0277,TAPASOHIRA,PI563021,MW,Q4,14,18.446393305124253
1831,17MW0284,PRE0166,PI276829,MW,Q4,14,NA
1832,17MW0357,PRE0733,PI665090,MW,Q4,14,24.49930435801893
1833,17MW0364,IS_12084,PI330800,MW,Q4,14,NA
1834,17MW0437,IS_22852,PI570074,MW,Q4,14,NA
1835,17MW0444,IS_13305,PI276776,MW,Q4,14,15.109535942224191
1836,17MW0517,PRE0308,PI665092,MW,Q3,15,33.95540922477303
1837,17MW0524,IS_22887,PI570109,MW,Q3,15,20.199236454354267
1838,17MW0597,PRE0830,NSL54779,MW,Q3,15,31.14957445416348
1839,17MW0604,IS_11298,PI329546,MW,Q3,15,21.57975450079697
1840,17MW0677,CHK-E_PRE0295,PI660560,MW,Q3_CHK,15,NA
1841,17MW0684,PRE0492,PI665154,MW,Q3,15,32.95544659381158
1842,17MW0757,Ochuti,PI521064,MW,Q3,16,43.82963074518438
1843,17MW0764,Sonikoura,PI525677,MW,Q3,16,32.19689880491733
1844,17MW0837,PRE0413,PI660603,MW,Q3,16,25.5693745111821
1845,17MW0844,IS_26849,PI570393,MW,Q3,16,40.133616337744265
1846,17MW0917,Kalla_Niegue,PI525968,MW,Q3,16,40.00460017145212
1847,17MW0924,PI453433,PI453433,MW,Q3,16,NA
1848,17MW0038,PRE0062,PI152730,MW,Q4,13,18.131371738384296
1849,17MW0043,PRE0224,PI563509,MW,Q4,13,NA
1850,17MW0118,PRE0420,PI570969,MW,Q4,13,28.087089448071094
1851,17MW0123,IS_11771,PI330049,MW,Q4,13,23.468503951682912
1852,17MW0198,PRE0279,PI660559,MW,Q4,13,28.628333100577592
1853,17MW0203,PRE0969,NSL54184,MW,Q4,13,19.470325273501114
1854,17MW0278,PRE1072,PI665160,MW,Q4,14,16.08646993337179
1855,17MW0283,CHK-C_PRE0028,PI148089,MW,Q4_CHK,14,NA
1856,17MW0358,PRE0358,NSL54221,MW,Q4,14,31.10064408307884
1857,17MW0363,PRE1222,PI665112,MW,Q4,14,16.034377565146485
1858,17MW0438,PRE1067,PI665159,MW,Q4,14,21.169466402538877
1859,17MW0443,PRE0428,NSL54577,MW,Q4,14,15.994678196705985
1860,17MW0518,PRE0566,PI660590,MW,Q3,15,14.819574200828384
1861,17MW0523,PRE0387,NSL54114,MW,Q3,15,9.393028585901412
1862,17MW0598,PRE0278,PI665074,MW,Q3,15,NA
1863,17MW0603,PRE0021,PI147938,MW,Q3,15,NA
1864,17MW0678,PRE1446,PI505705,MW,Q3,15,30.55282223210781
1865,17MW0683,PRE0290,NSL50613,MW,Q3,15,NA
1866,17MW0758,PRE0354,PI665104,MW,Q3,16,35.398908053449325
1867,17MW0763,PRE1039,PI330887,MW,Q3,16,23.30086423071735
1868,17MW0838,PRE0019,PI147937,MW,Q3,16,NA
1869,17MW0843,PRE0563,PI660587,MW,Q3,16,NA
1870,17MW0918,CHK-B_Sakoika2,PI525882,MW,Q3_CHK,16,24.923420336207943
1871,17MW0923,PRE0138,PI276789,MW,Q3,16,22.82515090972641
1872,17MW0039,DERI,PI569421,MW,Q4,13,17.033543870647073
1873,17MW0042,PRE0320,PI282835,MW,Q4,13,32.599134993854705
1874,17MW0119,PRE1070,PI660630,MW,Q4,13,16.309942023856873
1875,17MW0122,CHK-D_PRE0146,PI276801,MW,Q4_CHK,13,37.70518116583944
1876,17MW0199,Kende_Ble,PI525941,MW,Q4,13,NA
1877,17MW0202,IS_11720,PI329998,MW,Q4,13,34.10922687629149
1878,17MW0279,BOBAKPIPA,PI585956,MW,Q4,14,31.17265447147671
1879,17MW0282,IS_11321,PI329570,MW,Q4,14,NA
1880,17MW0359,PI453219,PI453219,MW,Q4,14,29.568916935917343
1881,17MW0362,IS_12252,PI337680,MW,Q4,14,11.658929279901573
1882,17MW0439,Sg_3981,PI513912,MW,Q4,14,35.16874028602191
1883,17MW0442,PARKONGE,PI563352,MW,Q4,14,34.021440732934025
1884,17MW0519,NVARKHAN,PI569458,MW,Q3,15,37.113658760299806
1885,17MW0522,CHK-F_PRE1441,PI524948,MW,Q3_CHK,15,47.55515223305568
1886,17MW0599,Kende_Ble,PI525897,MW,Q3,15,29.32918110398415
1887,17MW0602,PRE0999,PI329323,MW,Q3,15,NA
1888,17MW0679,PRE0432,PI665117,MW,Q3,15,35.37050882066394
1889,17MW0682,IS_3042,PI267629,MW,Q3,15,NA
1890,17MW0759,Durra2,PI329787,MW,Q3,16,37.04993088928218
1891,17MW0762,Mashila8,PI329890,MW,Q3,16,NA
1892,17MW0839,CHR-SPX,SPX,MW,Q3,16,39.671729457513486
1893,17MW0842,PI453237,PI453237,MW,Q3,16,25.628719927905692
1894,17MW0919,IS_11390,PI329645,MW,Q3,16,35.4325174430505
1895,17MW0922,SA_2362,PI276844,MW,Q3,16,NA
1896,17MW0040,R-423,PI329965,MW,Q4,13,13.39687380391502
1897,17MW0041,Eth_Sel_No4,PI276856,MW,Q4,13,26.88299822176041
1898,17MW0120,PRE0051,PI152611,MW,Q4,13,34.0937508140712
1899,17MW0121,PRE0564,PI660588,MW,Q4,13,NA
1900,17MW0200,IS_22853,PI570075,MW,Q4,13,33.9866478159288
1901,17MW0201,PRE0090,PI156034,MW,Q4,13,23.756831859904654
1902,17MW0280,PI452563,PI452563,MW,Q4,14,NA
1903,17MW0281,PRE0281,PI665089,MW,Q4,14,20.13120023512816
1904,17MW0360,IS_11590,PI329860,MW,Q4,14,23.90950613284815
1905,17MW0361,CHK-A-Pacesetter,Pacesetter,MW,Q4_CHK,14,17.136148433472577
1906,17MW0440,ETS_2748,PI453953,MW,Q4,14,16.809510115752435
1907,17MW0441,FARAFARA,PI562971,MW,Q4,14,24.593491314199053
1908,17MW0520,Bimbiri_Ba,PI525931,MW,Q3,15,28.25654223277086
1909,17MW0521,PRE1338,PI665155,MW,Q3,15,27.444589125997204
1910,17MW0600,Keninke_Niteli,PI526147,MW,Q3,15,30.82756172316921
1911,17MW0601,PRE0475,PI665138,MW,Q3,15,11.201620890542372
1912,17MW0680,Mabior,PI524469,MW,Q3,15,27.838257877611422
1913,17MW0681,PI452807,PI452807,MW,Q3,15,11.365064233922796
1914,17MW0760,CHR-SPX,SPX,MW,Q3,16,24.99736232938314
1915,17MW0761,CHK-C_PRE0028,PI148089,MW,Q3_CHK,16,NA
1916,17MW0840,Tchinlouol_B,PI506030B,MW,Q3,16,21.338654911101838
1917,17MW0841,Ochuti,PI520982,MW,Q3,16,31.333931197081743
1918,17MW0920,IS_13554,PI291081,MW,Q3,16,NA
1919,17MW0921,IS_3046,PI267633,MW,Q3,16,24.31296761204193
