index,PlotID,Name1,Name2,LOC,Set,block,dby
0,17EF0001,CHK-F_PRE1441,PI524948,EF,Q3_CHK,1,31.231228116068582
1,17EF0080,IS_2958,PI267551,EF,Q3,1,NA
2,17EF0081,PI453241,PI453241,EF,Q3,1,25.61346906676695
3,17EF0160,PRE0830,NSL54779,EF,Q3,1,26.106755783562573
4,17EF0161,PRE1338,PI665155,EF,Q3,1,21.287233234558645
5,17EF0240,CHK-B_Sakoika2,PI525882,EF,Q3_CHK,1,19.81534417127676
6,17EF0241,Keninke_Niteli,PI526147,EF,Q3,2,25.72107209828829
7,17EF0320,PRE0012,PI147922,EF,Q3,2,NA
8,17EF0321,IS_11358,PI329613,EF,Q3,2,23.156438199576392
9,17EF0400,CHR-SPX,SPX,EF,Q3,2,35.35528367181273
10,17EF0401,Durra2,PI329787,EF,Q3,2,34.38114310438131
11,17EF0480,PRE0492,PI665154,EF,Q3,2,20.772365168140954
12,17EF0481,IS_11360,PI329615,EF,Q4,3,30.014616440418152
13,17EF0560,Siam_Beirade,PI282861,EF,Q4,3,30.16103092582308
14,17EF0561,R_484,PI330019,EF,Q4,3,24.152091814303052
15,17EF0640,CHK-D_PRE0146,PI276801,EF,Q4_CHK,3,28.34351887620243
16,17EF0641,REKA,PI569460,EF,Q4,3,23.350359285780094
17,17EF0720,TAPASOHIRA,PI563021,EF,Q4,3,24.535269212844362
18,17EF0721,IS_11590,PI329860,EF,Q4,4,29.64757927467684
19,17EF0800,IS_12207,PI330969,EF,Q4,4,28.250739281071503
20,17EF0801,GASSABI,PI569420,EF,Q4,4,25.621692470544573
21,17EF0880,PI453238,PI453238,EF,Q4,4,16.397128644992076
22,17EF0881,PI452808,PI452808,EF,Q4,4,13.860881331399801
23,17EF0960,PI452563,PI452563,EF,Q4,4,16.747880858329346
24,17EF0002,PRE0387,NSL54114,EF,Q3,1,18.227009827028276
25,17EF0079,PRE0566,PI660590,EF,Q3,1,24.49631628533688
26,17EF0082,PRE0021,PI147938,EF,Q3,1,15.702555587492725
27,17EF0159,PRE0322,PI660580,EF,Q3,1,21.638021521316222
28,17EF0162,PRE0339,PI570916,EF,Q3,1,NA
29,17EF0239,PRE0350,NSL51902,EF,Q3,1,NA
30,17EF0242,CHK-C_PRE0028,PI148089,EF,Q3_CHK,2,NA
31,17EF0319,PRE0380,NSL54162,EF,Q3,2,NA
32,17EF0322,PRE0240,PI660612,EF,Q3,2,27.27026620538595
33,17EF0399,PRE0422,PI665114,EF,Q3,2,26.795930027341683
34,17EF0402,PRE0987,PI330877,EF,Q3,2,NA
35,17EF0479,CHK-B_Sakoika2,PI525882,EF,Q3_CHK,2,23.74348034549463
36,17EF0482,PRE0342,PI562963,EF,Q4,3,NA
37,17EF0559,PRE0155,PI276816,EF,Q4,3,21.107066014109982
38,17EF0562,PRE0500,PI660618,EF,Q4,3,25.05375971016882
39,17EF0639,PRE0062,PI152730,EF,Q4,3,20.486568425027684
40,17EF0642,PRE0229,PI562715,EF,Q4,3,22.23122928772314
41,17EF0719,PRE0285,PI282857,EF,Q4,3,24.855132199331614
42,17EF0722,PRE0477,NSL55725,EF,Q4,4,21.549895722451375
43,17EF0799,PRE0545,PI665075,EF,Q4,4,21.885430922063104
44,17EF0802,PRE0042,PI149831,EF,Q4,4,17.31523953304139
45,17EF0879,CHK-F_PRE1441,PI524948,EF,Q4_CHK,4,26.398813228827603
46,17EF0882,PRE0544,PI651124,EF,Q4,4,20.059060115125764
47,17EF0959,PRE0075,PI153852,EF,Q4,4,16.101992111823897
48,17EF0003,PRE0329,PI660582,EF,Q3,1,29.20417361109477
49,17EF0078,PRE0520,NSL50649,EF,Q3,1,23.151137366036043
50,17EF0083,CHK-D_PRE0146,PI276801,EF,Q3_CHK,1,30.527068562814275
51,17EF0158,PI453145,PI453145,EF,Q3,1,23.903827348856403
52,17EF0163,PI453281,PI453281,EF,Q3,1,NA
53,17EF0238,IS_11228,PI329471,EF,Q3,1,31.158481777889012
54,17EF0243,IS_10168,PI563350,EF,Q3,2,27.944684106825722
55,17EF0318,ZMA_5379,PI505741,EF,Q3,2,26.88737572189965
56,17EF0323,Ochuti,PI521032,EF,Q3,2,28.063134831893013
57,17EF0398,IS_11336,PI329585,EF,Q3,2,25.93793755659873
58,17EF0403,Nionifi2,PI525896,EF,Q3,2,28.826859219369034
59,17EF0478,IS_11369,PI329624,EF,Q3,2,15.5206330248174
60,17EF0483,CHK-F_PRE1441,PI524948,EF,Q4_CHK,3,40.557200024505725
61,17EF0558,R-423,PI329965,EF,Q4,3,25.48849008828885
62,17EF0563,PI453269,PI453269,EF,Q4,3,28.945987923881884
63,17EF0638,PRE1160,PI330734,EF,Q4,3,28.22478083257431
64,17EF0643,PRE0543,PI647716,EF,Q4,3,25.14410098688046
65,17EF0718,CHK-E_PRE0295,PI660560,EF,Q4_CHK,3,26.120404367924074
66,17EF0723,PI453162,PI453162,EF,Q4,4,27.61378884529686
67,17EF0798,PI453328,PI453328,EF,Q4,4,24.818801656148313
68,17EF0803,BOBAKPIPA,PI585956,EF,Q4,4,26.35583528593164
69,17EF0878,Sg_3981,PI513912,EF,Q4,4,20.58381567246484
70,17EF0883,R_413,PI329958,EF,Q4,4,25.94994642780969
71,17EF0958,CHR-SPX,SPX,EF,Q4,4,32.67797982932979
72,17EF0004,Gadiaba_Ba,PI525801,EF,Q3,1,21.8578645454655
73,17EF0077,IS_22868,PI570090,EF,Q3,1,23.589159992975432
74,17EF0084,MA38,PI508366,EF,Q3,1,20.10366510557291
75,17EF0157,Adjito,PI506073,EF,Q3,1,18.797497099807586
76,17EF0164,IS_11298,PI329546,EF,Q3,1,26.23247118257916
77,17EF0237,PRE0080,PI153860,EF,Q3,1,23.81976581080443
78,17EF0244,Keninke,PI526108,EF,Q3,2,19.843857923497254
79,17EF0317,CHIMPAMBA,PI156326,EF,Q3,2,21.72594239526698
80,17EF0324,CHK-D_PRE0146,PI276801,EF,Q3_CHK,2,32.13189334480563
81,17EF0397,Gadiaba1,PI525651,EF,Q3,2,30.33601620123786
82,17EF0404,Nyatanganyika,PI521175,EF,Q3,2,23.48850737162058
83,17EF0477,IS_9191,PI563216,EF,Q3,2,4.980073233136837
84,17EF0484,Lotori,PI524456,EF,Q4,3,26.1840826749768
85,17EF0557,IS_22852,PI570074,EF,Q4,3,24.608052270053552
86,17EF0564,PI453215,PI453215,EF,Q4,3,28.462566700215362
87,17EF0637,Boure,PI514139,EF,Q4,3,22.833947986695122
88,17EF0644,PRE0692,PI665099,EF,Q4,3,29.33824983003768
89,17EF0717,AKWANE,PI569462,EF,Q4,3,30.326165077399352
90,17EF0724,CHK-B_Sakoika2,PI525882,EF,Q4_CHK,4,24.92288965880367
91,17EF0797,PRE0790,PI660554,EF,Q4,4,31.92023719146537
92,17EF0804,PRE0181B,PI276853B,EF,Q4,4,23.45678264561967
93,17EF0877,IS_12084,PI330800,EF,Q4,4,20.48491029856156
94,17EF0884,PRE0496,NSL55704,EF,Q4,4,23.083509925105982
95,17EF0957,CHK-A-Pacesetter,Pacesetter,EF,Q4_CHK,4,24.35751117993648
96,17EF0005,PRE1329,PI660643,EF,Q3,1,6.509509056807573
97,17EF0076,PRE1118,PI665103,EF,Q3,1,21.41650800997253
98,17EF0085,PRE0258,PI651102,EF,Q3,1,27.039712372556764
99,17EF0156,PRE1019,PI329836,EF,Q3,1,25.718209650418203
100,17EF0165,CHK-E_PRE0295,PI660560,EF,Q3_CHK,1,21.01636177942985
101,17EF0236,PRE0270,PI651113,EF,Q3,1,24.79507008902073
102,17EF0245,PRE0330,PI665098,EF,Q3,2,NA
103,17EF0316,PRE1186,NSL365712,EF,Q3,2,16.825777679297335
104,17EF0325,PRE0491,PI665147,EF,Q3,2,21.187216825313584
105,17EF0396,PRE0306,PI665091,EF,Q3,2,NA
106,17EF0405,PRE0603,PI660555,EF,Q3,2,29.061258866168643
107,17EF0476,PRE0303,PI660565,EF,Q3,2,23.64947445134274
108,17EF0485,PRE0124,PI276770,EF,Q4,3,26.61649706419197
109,17EF0556,PRE1069,NSL365694,EF,Q4,3,15.108699779530392
110,17EF0565,CHK-A-Pacesetter,Pacesetter,EF,Q4_CHK,3,27.25438899112962
111,17EF0636,PRE0291,NSL50663,EF,Q4,3,18.873110207852914
112,17EF0645,PRE0136,PI276787,EF,Q4,3,15.455608956362301
113,17EF0716,PRE0214,PI291239,EF,Q4,3,20.35684517531186
114,17EF0725,PRE0134,PI276785,EF,Q4,4,19.99279634677308
115,17EF0796,PRE0418,NSL54297,EF,Q4,4,22.15387145189591
116,17EF0805,PRE0147,PI276803,EF,Q4,4,19.361092495422987
117,17EF0876,MORO,PI569445,EF,Q4,4,27.042019686086494
118,17EF0885,PRE1321,PI660640,EF,Q4,4,23.93749683840777
119,17EF0956,PRE0484,PI665148,EF,Q4,4,19.724033505458056
120,17EF0006,MN_2277,PI156393,EF,Q3,1,20.34800715819431
121,17EF0075,PRE0498,PI660617,EF,Q3,1,21.66862925353941
122,17EF0086,PRE0396,PI660596,EF,Q3,1,19.42714871159036
123,17EF0155,PI452807,PI452807,EF,Q3,1,21.53767827908206
124,17EF0166,IS_11574,PI329843,EF,Q3,1,16.986085784698055
125,17EF0235,Sonikoura,PI525677,EF,Q3,1,15.903692922463925
126,17EF0246,PRE0308,PI665092,EF,Q3,2,29.6805365988729
127,17EF0315,IS_12117,PI330833,EF,Q3,2,26.84495820375369
128,17EF0326,MBONE,PI585948,EF,Q3,2,20.208958359937323
129,17EF0395,PRE0516,PI665109,EF,Q3,2,27.101858119671153
130,17EF0406,CHK-E_PRE0295,PI660560,EF,Q3_CHK,2,19.63584534701043
131,17EF0475,Nionifi1,PI525855,EF,Q3,2,12.300896655971806
132,17EF0486,IS_11044,PI329286,EF,Q4,3,NA
133,17EF0555,MN_2136,PI156248,EF,Q4,3,13.543408993602606
134,17EF0566,MANALEK,PI152728,EF,Q4,3,25.2063643111074
135,17EF0635,IS_13305,PI276776,EF,Q4,3,17.940184040955856
136,17EF0646,PRE0166,PI276829,EF,Q4,3,NA
137,17EF0715,IS_8029,PI563039,EF,Q4,3,17.322405823304976
138,17EF0726,PRE0572,PI660605,EF,Q4,4,19.864729504140247
139,17EF0795,PRE1506,PI660628,EF,Q4,4,22.03115800840328
140,17EF0806,CHK-C_PRE0028,PI148089,EF,Q4_CHK,4,NA
141,17EF0875,PRE0388,NSL54224,EF,Q4,4,20.285290598296758
142,17EF0886,PRE0905,NSL50579,EF,Q4,4,16.85024981858995
143,17EF0955,IS_11419,PI329679,EF,Q4,4,14.897569053535344
144,17EF0007,PRE0586,PI665143,EF,Q3,1,20.963269909354814
145,17EF0074,CHK-C_PRE0028,PI148089,EF,Q3_CHK,1,NA
146,17EF0087,IS_25325,PI585549,EF,Q3,1,NA
147,17EF0154,IS_24800,PI585406,EF,Q3,1,23.147264965515483
148,17EF0167,CHR-SPX,SPX,EF,Q3,1,37.163391211286644
149,17EF0234,PRE0593,PI267580,EF,Q3,1,NA
150,17EF0247,Nkona,PI524933,EF,Q3,2,22.545262460231914
151,17EF0314,PI452990,PI452990,EF,Q3,2,22.25869978012942
152,17EF0327,Mabior,PI524469,EF,Q3,2,22.004772926477507
153,17EF0394,PI453234,PI453234,EF,Q3,2,22.34560359524388
154,17EF0407,IS_3046,PI267633,EF,Q3,2,22.330858885080648
155,17EF0474,PRE0064A,PI152736A,EF,Q3,2,23.394032760624782
156,17EF0487,IS_11234,PI329478,EF,Q4,3,27.596238449323923
157,17EF0554,IS_25108,PI585467,EF,Q4,3,26.200176863279342
158,17EF0567,ETS_2748,PI453953,EF,Q4,3,18.91177309313528
159,17EF0634,IS_11236,PI329480,EF,Q4,3,19.897868338704335
160,17EF0647,CHK-B_Sakoika2,PI525882,EF,Q4_CHK,3,19.1547490117938
161,17EF0714,PRE1215,PI660636,EF,Q4,3,39.848758624408504
162,17EF0727,ETS_2727,PI453914,EF,Q4,4,23.20268873159148
163,17EF0794,IS_22853,PI570075,EF,Q4,4,30.261636247329033
164,17EF0807,R-488,PI330023,EF,Q4,4,29.702703460098483
165,17EF0874,Sg_3965,PI513901,EF,Q4,4,22.037788021498496
166,17EF0887,PARAXOVON,PI563353,EF,Q4,4,26.486658373702742
167,17EF0954,PI453288,PI453288,EF,Q4,4,15.7780426134195
168,17EF0008,PRE0368,NSL54318,EF,Q3,1,15.369677289886377
169,17EF0073,PRE0344,NSL51959,EF,Q3,1,18.330115315428927
170,17EF0088,PRE1025,PI329915,EF,Q3,1,NA
171,17EF0153,PRE0185,PI285039,EF,Q3,1,25.114027294610043
172,17EF0168,PRE0138,PI276789,EF,Q3,1,26.825999236214102
173,17EF0233,PRE1124,PI651141,EF,Q3,1,25.484708386909833
174,17EF0248,PRE0301,PI660564,EF,Q3,2,18.797290663988377
175,17EF0313,CHK-F_PRE1441,PI524948,EF,Q3_CHK,2,32.83058756864697
176,17EF0328,PRE1446,PI505705,EF,Q3,2,32.91164877192336
177,17EF0393,PRE0290,NSL50613,EF,Q3,2,22.631078351921282
178,17EF0408,PRE0354,PI665104,EF,Q3,2,35.62921646507199
179,17EF0473,PRE0261,PI660556,EF,Q3,2,26.97602565913278
180,17EF0488,PRE0526,PI563006,EF,Q4,3,15.751275619960195
181,17EF0553,PRE0428,NSL54577,EF,Q4,3,19.20315343321736
182,17EF0568,PRE0575,PI586792,EF,Q4,3,NA
183,17EF0633,PRE0020,PI147939,EF,Q4,3,NA
184,17EF0648,PRE0420,PI570969,EF,Q4,3,29.99624235456465
185,17EF0713,PRE0279,PI660559,EF,Q4,3,20.622172570317105
186,17EF0728,PRE1222,PI665112,EF,Q4,4,28.98084658991877
187,17EF0793,PRE0043,PI151198,EF,Q4,4,23.38507865264112
188,17EF0808,IS_11771,PI330049,EF,Q4,4,26.94230422941558
189,17EF0873,PRE0181A,PI276853A,EF,Q4,4,27.128332405525228
190,17EF0888,CHK-D_PRE0146,PI276801,EF,Q4_CHK,4,30.336159647556872
191,17EF0953,PRE0536,NSL50685,EF,Q4,4,13.1929516376599
192,17EF0009,NyachongRao,PI521086,EF,Q3,1,26.614132004496
193,17EF0072,IS_11280,PI329528,EF,Q3,1,29.499067186683632
194,17EF0089,IS_13554,PI291081,EF,Q3,1,NA
195,17EF0152,CHK-A-Pacesetter,Pacesetter,EF,Q3_CHK,1,NA
196,17EF0169,PRE0284,NSL50499,EF,Q3,1,NA
197,17EF0232,IS_11576,PI329845,EF,Q3,1,25.24592590472736
198,17EF0249,IS_11077,PI329319,EF,Q3,2,26.715803119374513
199,17EF0312,PI453370,PI453370,EF,Q3,2,23.72557912362819
200,17EF0329,PRE0413,PI660603,EF,Q3,2,24.289788959972704
201,17EF0392,PRE0567,NSL51982,EF,Q3,2,20.002756903631674
202,17EF0409,No944,PI291089,EF,Q3,2,NA
203,17EF0472,PRE0066,PI152748,EF,Q3,2,26.05388125517238
204,17EF0489,DARA_FARAFARA_KAEL,PI562968,EF,Q4,3,23.11360948658286
205,17EF0552,CHK-C_PRE0028,PI148089,EF,Q4_CHK,3,NA
206,17EF0569,PRE0564,PI660588,EF,Q4,3,NA
207,17EF0632,No242,PI462095,EF,Q4,3,23.55197025139941
208,17EF0649,PRE0549,PI651103,EF,Q4,3,23.82446519650308
209,17EF0712,Nieniefi1,PI525835,EF,Q4,3,28.64724373708674
210,17EF0729,PRE0733,PI665090,EF,Q4,4,21.45196237165149
211,17EF0792,IS_26386,PI585961,EF,Q4,4,28.76120938287978
212,17EF0809,PRE0141,PI276792,EF,Q4,4,24.66631555141887
213,17EF0872,MRV_22,PI568676,EF,Q4,4,27.53159869998708
214,17EF0889,Achirie,PI329662,EF,Q4,4,NA
215,17EF0952,OKA,PI562980,EF,Q4,4,NA
216,17EF0010,PRE0100,PI221657,EF,Q3,1,28.84779863830716
217,17EF0071,IS_22887,PI570109,EF,Q3,1,22.263192808468325
218,17EF0090,PI452942,PI452942,EF,Q3,1,NA
219,17EF0151,PRE0975,PI330070,EF,Q3,1,NA
220,17EF0170,PI453237,PI453237,EF,Q3,1,19.457499827562224
221,17EF0231,IS_11390,PI329645,EF,Q3,1,19.944004842216398
222,17EF0250,PRE0137,PI276788,EF,Q3,2,22.71974698492407
223,17EF0311,IZ_236,PI527676,EF,Q3,2,NA
224,17EF0330,PI452940,PI452940,EF,Q3,2,NA
225,17EF0391,CHK-A-Pacesetter,Pacesetter,EF,Q3_CHK,2,27.78559792464951
226,17EF0410,Tchinlouol_B,PI506030B,EF,Q3,2,19.412861162312694
227,17EF0471,IS_26849,PI570393,EF,Q3,2,23.90757555925236
228,17EF0490,6911,PI266061,EF,Q4,3,20.41644260383703
229,17EF0551,IS_11257,PI329501,EF,Q4,3,21.920790157244998
230,17EF0570,PRE1076,PI660632,EF,Q4,3,14.749476013061301
231,17EF0631,MLAKESSEMA,PI585951,EF,Q4,3,22.51037922517398
232,17EF0650,ETS_4681_A,PI457455,EF,Q4,3,18.511699888179223
233,17EF0711,Mashila4,PI329429,EF,Q4,3,18.584765800726537
234,17EF0730,PRE0090,PI156034,EF,Q4,4,21.036619112129856
235,17EF0791,CHK-E_PRE0295,PI660560,EF,Q4_CHK,4,20.885785040928656
236,17EF0810,IS_25061,PI585454,EF,Q4,4,17.785890420697232
237,17EF0871,Kende_Ble,PI525941,EF,Q4,4,NA
238,17EF0890,AP79-714,PI510757,EF,Q4,4,17.64502285806547
239,17EF0951,CHR-SPX,SPX,EF,Q4,4,30.272203437079114
240,17EF0011,CHK-B_Sakoika2,PI525882,EF,Q3_CHK,5,16.883060282359423
241,17EF0070,PRE0432,PI665117,EF,Q3,5,27.285479966406243
242,17EF0091,PRE0999,PI329323,EF,Q3,5,NA
243,17EF0150,PI453433,PI453433,EF,Q3,5,NA
244,17EF0171,Nieniko2,PI514390,EF,Q3,5,28.376685888922953
245,17EF0230,CHK-C_PRE0028,PI148089,EF,Q3_CHK,5,NA
246,17EF0251,IS_11268,PI329514,EF,Q3,6,17.10747141831391
247,17EF0310,Epo,PI506122,EF,Q3,6,22.67540949641859
248,17EF0331,IS_11108,PI329351,EF,Q3,6,NA
249,17EF0390,ETS_2783,PI454019,EF,Q3,6,25.346447722945562
250,17EF0411,Inatiawabi,PI514196,EF,Q3,6,24.27364780807611
251,17EF0470,PRE1088A,NSL55458A,EF,Q3,6,28.14538947088302
252,17EF0491,IS_11083,PI329326,EF,Q4,7,22.15092734341465
253,17EF0550,Dompago,PI514254,EF,Q4,7,25.96999631816763
254,17EF0571,IS_22884,PI570106,EF,Q4,7,27.18100502408649
255,17EF0630,CHK-E_PRE0295,PI660560,EF,Q4_CHK,7,23.846747213806292
256,17EF0651,PARKONGE,PI563352,EF,Q4,7,24.75614018376198
257,17EF0710,PRE0006,PI147837,EF,Q4,7,25.239416952344943
258,17EF0731,PRE1070,PI660630,EF,Q4,8,15.89972972865047
259,17EF0790,PRE0351,PI665105,EF,Q4,8,14.254031396457702
260,17EF0811,IS_11293,PI329541,EF,Q4,8,17.786900938255847
261,17EF0870,LABALWA,PI570400,EF,Q4,8,22.98426139191978
262,17EF0891,IS_30975,PI646242,EF,Q4,8,28.07388810507708
263,17EF0950,EKA_OR_OKA_BABA,PI562981,EF,Q4,8,21.04347929839499
264,17EF0012,PRE0373,PI660602,EF,Q3,5,22.584464575000233
265,17EF0069,PRE0482,PI665141,EF,Q3,5,19.10866515234106
266,17EF0092,PRE0145,PI276800,EF,Q3,5,23.08840785808506
267,17EF0149,PRE0384,NSL54165,EF,Q3,5,26.971897525590297
268,17EF0172,PRE0159,PI276820,EF,Q3,5,NA
269,17EF0229,PRE0296,NSL50614,EF,Q3,5,13.409761255248252
270,17EF0252,PRE0407,PI665111,EF,Q3,6,29.97364824792666
271,17EF0309,PRE0425,PI571001,EF,Q3,6,23.76349042327833
272,17EF0332,PRE0271,PI651167,EF,Q3,6,21.023540026915907
273,17EF0389,PRE0494,NSL67921,EF,Q3,6,20.771290625417198
274,17EF0412,PRE0394,NSL54222,EF,Q3,6,25.21494544521144
275,17EF0469,CHK-F_PRE1441,PI524948,EF,Q3_CHK,6,31.480746655186802
276,17EF0492,PRE0097,PI221624,EF,Q4,7,23.42735577317871
277,17EF0549,PRE1229,NSL50646,EF,Q4,7,26.68483514612202
278,17EF0572,PRE0358,NSL54221,EF,Q4,7,14.348722990466506
279,17EF0629,PRE1038,PI330886,EF,Q4,7,21.682375250930956
280,17EF0652,PRE0417,PI647745,EF,Q4,7,19.191109851539085
281,17EF0709,PRE0913,PI571020,EF,Q4,7,16.40184866553002
282,17EF0732,PRE1211,NSL102183,EF,Q4,8,23.49601105551726
283,17EF0789,PRE0374,NSL54219,EF,Q4,8,24.29492236101474
284,17EF0812,PRE0340,PI570813,EF,Q4,8,27.380448872031543
285,17EF0869,CHK-A-Pacesetter,Pacesetter,EF,Q4_CHK,8,25.40730216176799
286,17EF0892,PRE1072,PI665160,EF,Q4,8,17.865269632379942
287,17EF0949,PRE0970,PI297117,EF,Q4,8,26.50266641351271
288,17EF0013,R_495B,PI330030B,EF,Q3,5,19.30806031730893
289,17EF0068,MN_2386,PI156510,EF,Q3,5,13.418862297634567
290,17EF0093,CHK-E_PRE0295,PI660560,EF,Q3_CHK,5,27.123258297421742
291,17EF0148,7035S,PI552851,EF,Q3,5,NA
292,17EF0173,PRE0519,PI665077,EF,Q3,5,27.29099073505794
293,17EF0228,Kende_Ble,PI525897,EF,Q3,5,26.04174709540431
294,17EF0253,CHK-B_Sakoika2,PI525882,EF,Q3_CHK,6,18.6606733940444
295,17EF0308,IS_11350,PI329605,EF,Q3,6,26.96002607052804
296,17EF0333,PRE0048,PI152591,EF,Q3,6,25.82656481678802
297,17EF0388,PRE1123,PI665084,EF,Q3,6,25.109541004818333
298,17EF0413,PRE0372,PI660600,EF,Q3,6,18.414791087973697
299,17EF0468,Cullubi,PI267592,EF,Q3,6,8.607219495468163
300,17EF0493,CHK-B_Sakoika2,PI525882,EF,Q4_CHK,7,29.979052356539942
301,17EF0548,ETS_2222,PI452928,EF,Q4,7,NA
302,17EF0573,IS_12091,PI330807,EF,Q4,7,33.06391388996538
303,17EF0628,PRE1246,PI660620,EF,Q4,7,25.462402181674413
304,17EF0653,IS_22863,PI570085,EF,Q4,7,33.213563147027315
305,17EF0708,CHK-F_PRE1441,PI524948,EF,Q4_CHK,7,31.55726397942417
306,17EF0733,Sg_3982,PI513913,EF,Q4,8,22.61484026895993
307,17EF0788,Kade_Berkoujon,PI282871,EF,Q4,8,17.388989827326604
308,17EF0813,PRE0337,PI562944,EF,Q4,8,29.306884358718513
309,17EF0868,IS_7739,PI563009,EF,Q4,8,23.824864824183813
310,17EF0893,PI453219,PI453219,EF,Q4,8,24.01562390428005
311,17EF0948,IS_12252,PI337680,EF,Q4,8,NA
312,17EF0014,NVARKHAN,PI569458,EF,Q3,5,21.65099105245834
313,17EF0067,PRE0273,NSL50937,EF,Q3,5,24.56006155193874
314,17EF0094,PRE0269,NSL80235,EF,Q3,5,28.168294904678135
315,17EF0147,MRV_164,PI568755,EF,Q3,5,20.038899034255724
316,17EF0174,PRE1108,PI660593,EF,Q3,5,35.55625492378842
317,17EF0227,Kulum,PI524689,EF,Q3,5,23.93261560608624
318,17EF0254,PRE0475,PI665138,EF,Q3,6,25.63112459842299
319,17EF0307,PRE0165,PI276828,EF,Q3,6,27.73099325297112
320,17EF0334,CHK-E_PRE0295,PI660560,EF,Q3_CHK,6,23.677268896154914
321,17EF0387,Sabina,PI520857,EF,Q3,6,24.727301869393468
322,17EF0414,IS_11300,PI329549,EF,Q3,6,NA
323,17EF0467,Ochuti,PI520982,EF,Q3,6,NA
324,17EF0494,PRE0281,PI665089,EF,Q4,7,20.683410373294016
325,17EF0547,PRE0305,PI282868,EF,Q4,7,11.841169455458013
326,17EF0574,Mashila2,PI329383,EF,Q4,7,NA
327,17EF0627,IS_11267,PI329513,EF,Q4,7,23.351137132916104
328,17EF0654,IS_11036,PI329278,EF,Q4,7,22.67660201303562
329,17EF0707,GIWA,PI562991,EF,Q4,7,21.70089333231972
330,17EF0734,CHK-C_PRE0028,PI148089,EF,Q4_CHK,8,22.368071128831232
331,17EF0787,Soo-Nya,PI514165,EF,Q4,8,20.56025178218076
332,17EF0814,IS_11378,PI329633,EF,Q4,8,24.4290392667945
333,17EF0867,IS_11321,PI329570,EF,Q4,8,21.437528858626838
334,17EF0894,MASUNGI,PI562998,EF,Q4,8,21.244627384554597
335,17EF0947,PRE1111,PI570708,EF,Q4,8,22.938088400273102
336,17EF0015,PRE0584,PI665146,EF,Q3,5,38.33754737199306
337,17EF0066,PRE0256,NSL50448,EF,Q3,5,24.05344150091199
338,17EF0095,PRE0127,PI276773,EF,Q3,5,NA
339,17EF0146,PRE1039,PI330887,EF,Q3,5,23.15925341484855
340,17EF0175,CHK-F_PRE1441,PI524948,EF,Q3_CHK,5,32.72285653611273
341,17EF0226,PRE0580,PI665121,EF,Q3,5,20.53327427973516
342,17EF0255,PRE0538,PI665083,EF,Q3,6,26.82261980772063
343,17EF0306,PRE0924,NSL55731,EF,Q3,6,17.854601749994178
344,17EF0335,PRE1440,PI522160,EF,Q3,6,29.2544443164285
345,17EF0386,PRE0278,PI665074,EF,Q3,6,24.77152839379845
346,17EF0415,PRE0504,PI571022,EF,Q3,6,NA
347,17EF0466,PRE0563,PI660587,EF,Q3,6,29.09655013527855
348,17EF0495,PRE0315,PI665093,EF,Q4,7,27.481587471312604
349,17EF0546,PRE0319,PI267653,EF,Q4,7,22.49323708742292
350,17EF0575,CHK-D_PRE0146,PI276801,EF,Q4_CHK,7,24.791781583838702
351,17EF0626,PRE0069,PI153824,EF,Q4,7,NA
352,17EF0655,PRE0293,NSL50748,EF,Q4,7,28.8699819536034
353,17EF0706,PRE0537,NSL50716,EF,Q4,7,20.87939264568574
354,17EF0735,PRE1109,NSL51356,EF,Q4,8,14.59490723770062
355,17EF0786,PRE0250,PI665072,EF,Q4,8,26.905654087205853
356,17EF0815,PRE0515,PI665073,EF,Q4,8,21.76210435371868
357,17EF0866,PRE0546,PI665076,EF,Q4,8,20.839729588285646
358,17EF0895,PRE1074,PI660631,EF,Q4,8,14.186074580451871
359,17EF0946,CHK-B_Sakoika2,PI525882,EF,Q4_CHK,8,25.85604687985836
360,17EF0016,PRE0099,PI221651,EF,Q3,5,NA
361,17EF0065,PRE0512,PI665106,EF,Q3,5,22.302834563002826
362,17EF0096,ZM_0791,PI524916,EF,Q3,5,NA
363,17EF0145,EKA_OR_OKA_BABA,PI562982,EF,Q3,5,NA
364,17EF0176,Mashila8,PI329890,EF,Q3,5,NA
365,17EF0225,IS_11407,PI329665,EF,Q3,5,NA
366,17EF0256,Belko,PI506013,EF,Q3,6,24.982626476172662
367,17EF0305,PRE0589,PI665139,EF,Q3,6,19.653615348784207
368,17EF0336,IS_11260,PI329506,EF,Q3,6,NA
369,17EF0385,Ochuti,PI521064,EF,Q3,6,32.04777558494274
370,17EF0416,CHK-A-Pacesetter,Pacesetter,EF,Q3_CHK,6,26.934414009360328
371,17EF0465,MN_2365,PI156489,EF,Q3,6,NA
372,17EF0496,IS_11359,PI329614,EF,Q4,7,NA
373,17EF0545,EKPAN_DZUNGI,PI562997,EF,Q4,7,21.997992246550798
374,17EF0576,A/7,PI573193,EF,Q4,7,NA
375,17EF0625,PRE0126,PI276772,EF,Q4,7,NA
376,17EF0656,Mashila9,PI329905,EF,Q4,7,11.906062642316998
377,17EF0705,DERI,PI569419,EF,Q4,7,18.859034501372452
378,17EF0736,IS_25384,PI585561,EF,Q4,8,20.44136058567696
379,17EF0785,PI453233,PI453233,EF,Q4,8,25.982430551763844
380,17EF0816,CHK-D_PRE0146,PI276801,EF,Q4_CHK,8,31.69758380083887
