"","x"
"DB",0.508240773725767
"PH_30",0.56525543231622
"PH_45",0.621443011049361
"PH_60",0.742767371408075
"PH_75",0.721599740291627
"PH_90",0.701301567408895
"PH_105",0.694738635739226
"PH_120",0.645556109702268
