"","45","60","75","90","105"
"60",0.811068014555531,NA,NA,NA,NA
"75",0.754811506563433,0.916268933023486,NA,NA,NA
"90",0.733795818201004,0.899562921618999,0.932144714000829,NA,NA
"105",0.721292523192018,0.887192605417155,0.921828460854668,0.938641744487057,NA
"120",0.629412051897527,0.820142609198422,0.873512479301823,0.896888579912737,0.914835776615905
